region,iso3c,country,variable,years_observed,non_missing,missing,missing_share,first_non_missing_year,last_non_missing_year
CAEMC,CAF,Central African Republic,agriculture,42,13,29,0.6904761904761905,2009,2021
CAEMC,CAF,Central African Republic,alt_inflation,42,41,1,0.023809523809523808,1981,2021
CAEMC,CAF,Central African Republic,cgdpo,42,40,2,0.047619047619047616,1980,2019
CAEMC,CAF,Central African Republic,csh_g,42,40,2,0.047619047619047616,1980,2019
CAEMC,CAF,Central African Republic,csh_i,42,40,2,0.047619047619047616,1980,2019
CAEMC,CAF,Central African Republic,emp,42,40,2,0.047619047619047616,1980,2019
CAEMC,CAF,Central African Republic,fdi,42,42,0,0,1980,2021
CAEMC,CAF,Central African Republic,gdp_pc,42,40,2,0.047619047619047616,1980,2019
CAEMC,CAF,Central African Republic,gdp_pc_current,42,40,2,0.047619047619047616,1980,2019
CAEMC,CAF,Central African Republic,gdp_pc_wdi,42,32,10,0.23809523809523808,1990,2021
CAEMC,CAF,Central African Republic,gdp_pc_wdi_alt,42,42,0,0,1980,2021
CAEMC,CAF,Central African Republic,govt_share,42,40,2,0.047619047619047616,1980,2019
CAEMC,CAF,Central African Republic,hc,42,40,2,0.047619047619047616,1980,2019
CAEMC,CAF,Central African Republic,industry,42,13,29,0.6904761904761905,2009,2021
CAEMC,CAF,Central African Republic,inflation,42,42,0,0,1980,2021
CAEMC,CAF,Central African Republic,invest_share,42,40,2,0.047619047619047616,1980,2019
CAEMC,CAF,Central African Republic,iso2c,42,42,0,0,1980,2021
CAEMC,CAF,Central African Republic,labour,42,40,2,0.047619047619047616,1980,2019
CAEMC,CAF,Central African Republic,oda,42,32,10,0.23809523809523808,1980,2011
CAEMC,CAF,Central African Republic,polity2,42,39,3,0.07142857142857142,1980,2018
CAEMC,CAF,Central African Republic,pop,42,40,2,0.047619047619047616,1980,2019
CAEMC,CAF,Central African Republic,rgdpo,42,40,2,0.047619047619047616,1980,2019
CAEMC,CMR,Cameroon,agriculture,42,42,0,0,1980,2021
CAEMC,CMR,Cameroon,alt_inflation,42,42,0,0,1980,2021
CAEMC,CMR,Cameroon,cgdpo,42,40,2,0.047619047619047616,1980,2019
CAEMC,CMR,Cameroon,csh_g,42,40,2,0.047619047619047616,1980,2019
CAEMC,CMR,Cameroon,csh_i,42,40,2,0.047619047619047616,1980,2019
CAEMC,CMR,Cameroon,emp,42,40,2,0.047619047619047616,1980,2019
CAEMC,CMR,Cameroon,fdi,42,42,0,0,1980,2021
CAEMC,CMR,Cameroon,gdp_pc,42,40,2,0.047619047619047616,1980,2019
CAEMC,CMR,Cameroon,gdp_pc_current,42,40,2,0.047619047619047616,1980,2019
CAEMC,CMR,Cameroon,gdp_pc_wdi,42,32,10,0.23809523809523808,1990,2021
CAEMC,CMR,Cameroon,gdp_pc_wdi_alt,42,42,0,0,1980,2021
CAEMC,CMR,Cameroon,govt_share,42,40,2,0.047619047619047616,1980,2019
CAEMC,CMR,Cameroon,hc,42,40,2,0.047619047619047616,1980,2019
CAEMC,CMR,Cameroon,industry,42,42,0,0,1980,2021
CAEMC,CMR,Cameroon,inflation,42,42,0,0,1980,2021
CAEMC,CMR,Cameroon,invest_share,42,40,2,0.047619047619047616,1980,2019
CAEMC,CMR,Cameroon,iso2c,42,42,0,0,1980,2021
CAEMC,CMR,Cameroon,labour,42,40,2,0.047619047619047616,1980,2019
CAEMC,CMR,Cameroon,oda,42,32,10,0.23809523809523808,1980,2011
CAEMC,CMR,Cameroon,polity2,42,39,3,0.07142857142857142,1980,2018
CAEMC,CMR,Cameroon,pop,42,40,2,0.047619047619047616,1980,2019
CAEMC,CMR,Cameroon,rgdpo,42,40,2,0.047619047619047616,1980,2019
CAEMC,COG,"Congo, Rep.",agriculture,42,42,0,0,1980,2021
CAEMC,COG,"Congo, Rep.",alt_inflation,42,34,8,0.19047619047619047,1986,2021
CAEMC,COG,"Congo, Rep.",cgdpo,42,40,2,0.047619047619047616,1980,2019
CAEMC,COG,"Congo, Rep.",csh_g,42,40,2,0.047619047619047616,1980,2019
CAEMC,COG,"Congo, Rep.",csh_i,42,40,2,0.047619047619047616,1980,2019
CAEMC,COG,"Congo, Rep.",emp,42,40,2,0.047619047619047616,1980,2019
CAEMC,COG,"Congo, Rep.",fdi,42,42,0,0,1980,2021
CAEMC,COG,"Congo, Rep.",gdp_pc,42,40,2,0.047619047619047616,1980,2019
CAEMC,COG,"Congo, Rep.",gdp_pc_current,42,40,2,0.047619047619047616,1980,2019
CAEMC,COG,"Congo, Rep.",gdp_pc_wdi,42,32,10,0.23809523809523808,1990,2021
CAEMC,COG,"Congo, Rep.",gdp_pc_wdi_alt,42,42,0,0,1980,2021
CAEMC,COG,"Congo, Rep.",govt_share,42,40,2,0.047619047619047616,1980,2019
CAEMC,COG,"Congo, Rep.",hc,42,40,2,0.047619047619047616,1980,2019
CAEMC,COG,"Congo, Rep.",industry,42,42,0,0,1980,2021
CAEMC,COG,"Congo, Rep.",inflation,42,42,0,0,1980,2021
CAEMC,COG,"Congo, Rep.",invest_share,42,40,2,0.047619047619047616,1980,2019
CAEMC,COG,"Congo, Rep.",iso2c,42,42,0,0,1980,2021
CAEMC,COG,"Congo, Rep.",labour,42,40,2,0.047619047619047616,1980,2019
CAEMC,COG,"Congo, Rep.",oda,42,32,10,0.23809523809523808,1980,2011
CAEMC,COG,"Congo, Rep.",polity2,42,39,3,0.07142857142857142,1980,2018
CAEMC,COG,"Congo, Rep.",pop,42,40,2,0.047619047619047616,1980,2019
CAEMC,COG,"Congo, Rep.",rgdpo,42,40,2,0.047619047619047616,1980,2019
CAEMC,GAB,Gabon,agriculture,42,42,0,0,1980,2021
CAEMC,GAB,Gabon,alt_inflation,42,42,0,0,1980,2021
CAEMC,GAB,Gabon,cgdpo,42,40,2,0.047619047619047616,1980,2019
CAEMC,GAB,Gabon,csh_g,42,40,2,0.047619047619047616,1980,2019
CAEMC,GAB,Gabon,csh_i,42,40,2,0.047619047619047616,1980,2019
CAEMC,GAB,Gabon,emp,42,40,2,0.047619047619047616,1980,2019
CAEMC,GAB,Gabon,fdi,42,42,0,0,1980,2021
CAEMC,GAB,Gabon,gdp_pc,42,40,2,0.047619047619047616,1980,2019
CAEMC,GAB,Gabon,gdp_pc_current,42,40,2,0.047619047619047616,1980,2019
CAEMC,GAB,Gabon,gdp_pc_wdi,42,32,10,0.23809523809523808,1990,2021
CAEMC,GAB,Gabon,gdp_pc_wdi_alt,42,42,0,0,1980,2021
CAEMC,GAB,Gabon,govt_share,42,40,2,0.047619047619047616,1980,2019
CAEMC,GAB,Gabon,hc,42,40,2,0.047619047619047616,1980,2019
CAEMC,GAB,Gabon,industry,42,42,0,0,1980,2021
CAEMC,GAB,Gabon,inflation,42,42,0,0,1980,2021
CAEMC,GAB,Gabon,invest_share,42,40,2,0.047619047619047616,1980,2019
CAEMC,GAB,Gabon,iso2c,42,42,0,0,1980,2021
CAEMC,GAB,Gabon,labour,42,40,2,0.047619047619047616,1980,2019
CAEMC,GAB,Gabon,oda,42,32,10,0.23809523809523808,1980,2011
CAEMC,GAB,Gabon,polity2,42,39,3,0.07142857142857142,1980,2018
CAEMC,GAB,Gabon,pop,42,40,2,0.047619047619047616,1980,2019
CAEMC,GAB,Gabon,rgdpo,42,40,2,0.047619047619047616,1980,2019
CAEMC,GNQ,Equatorial Guinea,agriculture,42,16,26,0.6190476190476191,2006,2021
CAEMC,GNQ,Equatorial Guinea,alt_inflation,42,36,6,0.14285714285714285,1986,2021
CAEMC,GNQ,Equatorial Guinea,cgdpo,42,40,2,0.047619047619047616,1980,2019
CAEMC,GNQ,Equatorial Guinea,csh_g,42,40,2,0.047619047619047616,1980,2019
CAEMC,GNQ,Equatorial Guinea,csh_i,42,40,2,0.047619047619047616,1980,2019
CAEMC,GNQ,Equatorial Guinea,emp,42,40,2,0.047619047619047616,1980,2019
CAEMC,GNQ,Equatorial Guinea,fdi,42,41,1,0.023809523809523808,1981,2021
CAEMC,GNQ,Equatorial Guinea,gdp_pc,42,40,2,0.047619047619047616,1980,2019
CAEMC,GNQ,Equatorial Guinea,gdp_pc_current,42,40,2,0.047619047619047616,1980,2019
CAEMC,GNQ,Equatorial Guinea,gdp_pc_wdi,42,32,10,0.23809523809523808,1990,2021
CAEMC,GNQ,Equatorial Guinea,gdp_pc_wdi_alt,42,42,0,0,1980,2021
CAEMC,GNQ,Equatorial Guinea,govt_share,42,40,2,0.047619047619047616,1980,2019
CAEMC,GNQ,Equatorial Guinea,hc,42,0,42,1,NA,NA
CAEMC,GNQ,Equatorial Guinea,industry,42,16,26,0.6190476190476191,2006,2021
CAEMC,GNQ,Equatorial Guinea,inflation,42,41,1,0.023809523809523808,1981,2021
CAEMC,GNQ,Equatorial Guinea,invest_share,42,40,2,0.047619047619047616,1980,2019
CAEMC,GNQ,Equatorial Guinea,iso2c,42,42,0,0,1980,2021
CAEMC,GNQ,Equatorial Guinea,labour,42,40,2,0.047619047619047616,1980,2019
CAEMC,GNQ,Equatorial Guinea,oda,42,27,15,0.35714285714285715,1985,2011
CAEMC,GNQ,Equatorial Guinea,polity2,42,39,3,0.07142857142857142,1980,2018
CAEMC,GNQ,Equatorial Guinea,pop,42,40,2,0.047619047619047616,1980,2019
CAEMC,GNQ,Equatorial Guinea,rgdpo,42,40,2,0.047619047619047616,1980,2019
CAEMC,TCD,Chad,agriculture,42,42,0,0,1980,2021
CAEMC,TCD,Chad,alt_inflation,42,38,4,0.09523809523809523,1984,2021
CAEMC,TCD,Chad,cgdpo,42,40,2,0.047619047619047616,1980,2019
CAEMC,TCD,Chad,csh_g,42,40,2,0.047619047619047616,1980,2019
CAEMC,TCD,Chad,csh_i,42,40,2,0.047619047619047616,1980,2019
CAEMC,TCD,Chad,emp,42,40,2,0.047619047619047616,1980,2019
CAEMC,TCD,Chad,fdi,42,42,0,0,1980,2021
CAEMC,TCD,Chad,gdp_pc,42,40,2,0.047619047619047616,1980,2019
CAEMC,TCD,Chad,gdp_pc_current,42,40,2,0.047619047619047616,1980,2019
CAEMC,TCD,Chad,gdp_pc_wdi,42,32,10,0.23809523809523808,1990,2021
CAEMC,TCD,Chad,gdp_pc_wdi_alt,42,42,0,0,1980,2021
CAEMC,TCD,Chad,govt_share,42,40,2,0.047619047619047616,1980,2019
CAEMC,TCD,Chad,hc,42,0,42,1,NA,NA
CAEMC,TCD,Chad,industry,42,42,0,0,1980,2021
CAEMC,TCD,Chad,inflation,42,42,0,0,1980,2021
CAEMC,TCD,Chad,invest_share,42,40,2,0.047619047619047616,1980,2019
CAEMC,TCD,Chad,iso2c,42,42,0,0,1980,2021
CAEMC,TCD,Chad,labour,42,40,2,0.047619047619047616,1980,2019
CAEMC,TCD,Chad,oda,42,32,10,0.23809523809523808,1980,2011
CAEMC,TCD,Chad,polity2,42,39,3,0.07142857142857142,1980,2018
CAEMC,TCD,Chad,pop,42,40,2,0.047619047619047616,1980,2019
CAEMC,TCD,Chad,rgdpo,42,40,2,0.047619047619047616,1980,2019
Donor pool,BGD,Bangladesh,agriculture,42,42,0,0,1980,2021
Donor pool,BGD,Bangladesh,alt_inflation,42,35,7,0.16666666666666666,1987,2021
Donor pool,BGD,Bangladesh,cgdpo,42,40,2,0.047619047619047616,1980,2019
Donor pool,BGD,Bangladesh,csh_g,42,40,2,0.047619047619047616,1980,2019
Donor pool,BGD,Bangladesh,csh_i,42,40,2,0.047619047619047616,1980,2019
Donor pool,BGD,Bangladesh,emp,42,40,2,0.047619047619047616,1980,2019
Donor pool,BGD,Bangladesh,fdi,42,42,0,0,1980,2021
Donor pool,BGD,Bangladesh,gdp_pc,42,40,2,0.047619047619047616,1980,2019
Donor pool,BGD,Bangladesh,gdp_pc_current,42,40,2,0.047619047619047616,1980,2019
Donor pool,BGD,Bangladesh,gdp_pc_wdi,42,32,10,0.23809523809523808,1990,2021
Donor pool,BGD,Bangladesh,gdp_pc_wdi_alt,42,42,0,0,1980,2021
Donor pool,BGD,Bangladesh,govt_share,42,40,2,0.047619047619047616,1980,2019
Donor pool,BGD,Bangladesh,hc,42,40,2,0.047619047619047616,1980,2019
Donor pool,BGD,Bangladesh,industry,42,42,0,0,1980,2021
Donor pool,BGD,Bangladesh,inflation,42,42,0,0,1980,2021
Donor pool,BGD,Bangladesh,invest_share,42,40,2,0.047619047619047616,1980,2019
Donor pool,BGD,Bangladesh,iso2c,42,42,0,0,1980,2021
Donor pool,BGD,Bangladesh,labour,42,40,2,0.047619047619047616,1980,2019
Donor pool,BGD,Bangladesh,oda,42,0,42,1,NA,NA
Donor pool,BGD,Bangladesh,polity2,42,39,3,0.07142857142857142,1980,2018
Donor pool,BGD,Bangladesh,pop,42,40,2,0.047619047619047616,1980,2019
Donor pool,BGD,Bangladesh,rgdpo,42,40,2,0.047619047619047616,1980,2019
Donor pool,BOL,Bolivia,agriculture,42,42,0,0,1980,2021
Donor pool,BOL,Bolivia,alt_inflation,42,42,0,0,1980,2021
Donor pool,BOL,Bolivia,cgdpo,42,40,2,0.047619047619047616,1980,2019
Donor pool,BOL,Bolivia,csh_g,42,40,2,0.047619047619047616,1980,2019
Donor pool,BOL,Bolivia,csh_i,42,40,2,0.047619047619047616,1980,2019
Donor pool,BOL,Bolivia,emp,42,40,2,0.047619047619047616,1980,2019
Donor pool,BOL,Bolivia,fdi,42,42,0,0,1980,2021
Donor pool,BOL,Bolivia,gdp_pc,42,40,2,0.047619047619047616,1980,2019
Donor pool,BOL,Bolivia,gdp_pc_current,42,40,2,0.047619047619047616,1980,2019
Donor pool,BOL,Bolivia,gdp_pc_wdi,42,32,10,0.23809523809523808,1990,2021
Donor pool,BOL,Bolivia,gdp_pc_wdi_alt,42,42,0,0,1980,2021
Donor pool,BOL,Bolivia,govt_share,42,40,2,0.047619047619047616,1980,2019
Donor pool,BOL,Bolivia,hc,42,40,2,0.047619047619047616,1980,2019
Donor pool,BOL,Bolivia,industry,42,42,0,0,1980,2021
Donor pool,BOL,Bolivia,inflation,42,42,0,0,1980,2021
Donor pool,BOL,Bolivia,invest_share,42,40,2,0.047619047619047616,1980,2019
Donor pool,BOL,Bolivia,iso2c,42,42,0,0,1980,2021
Donor pool,BOL,Bolivia,labour,42,40,2,0.047619047619047616,1980,2019
Donor pool,BOL,Bolivia,oda,42,0,42,1,NA,NA
Donor pool,BOL,Bolivia,polity2,42,39,3,0.07142857142857142,1980,2018
Donor pool,BOL,Bolivia,pop,42,40,2,0.047619047619047616,1980,2019
Donor pool,BOL,Bolivia,rgdpo,42,40,2,0.047619047619047616,1980,2019
Donor pool,BRB,Barbados,agriculture,42,42,0,0,1980,2021
Donor pool,BRB,Barbados,alt_inflation,42,40,2,0.047619047619047616,1980,2019
Donor pool,BRB,Barbados,cgdpo,42,40,2,0.047619047619047616,1980,2019
Donor pool,BRB,Barbados,csh_g,42,40,2,0.047619047619047616,1980,2019
Donor pool,BRB,Barbados,csh_i,42,40,2,0.047619047619047616,1980,2019
Donor pool,BRB,Barbados,emp,42,40,2,0.047619047619047616,1980,2019
Donor pool,BRB,Barbados,fdi,42,42,0,0,1980,2021
Donor pool,BRB,Barbados,gdp_pc,42,40,2,0.047619047619047616,1980,2019
Donor pool,BRB,Barbados,gdp_pc_current,42,40,2,0.047619047619047616,1980,2019
Donor pool,BRB,Barbados,gdp_pc_wdi,42,32,10,0.23809523809523808,1990,2021
Donor pool,BRB,Barbados,gdp_pc_wdi_alt,42,42,0,0,1980,2021
Donor pool,BRB,Barbados,govt_share,42,40,2,0.047619047619047616,1980,2019
Donor pool,BRB,Barbados,hc,42,40,2,0.047619047619047616,1980,2019
Donor pool,BRB,Barbados,industry,42,42,0,0,1980,2021
Donor pool,BRB,Barbados,inflation,42,42,0,0,1980,2021
Donor pool,BRB,Barbados,invest_share,42,40,2,0.047619047619047616,1980,2019
Donor pool,BRB,Barbados,iso2c,42,42,0,0,1980,2021
Donor pool,BRB,Barbados,labour,42,40,2,0.047619047619047616,1980,2019
Donor pool,BRB,Barbados,oda,42,0,42,1,NA,NA
Donor pool,BRB,Barbados,polity2,42,0,42,1,NA,NA
Donor pool,BRB,Barbados,pop,42,40,2,0.047619047619047616,1980,2019
Donor pool,BRB,Barbados,rgdpo,42,40,2,0.047619047619047616,1980,2019
Donor pool,BTN,Bhutan,agriculture,42,42,0,0,1980,2021
Donor pool,BTN,Bhutan,alt_inflation,42,41,1,0.023809523809523808,1981,2021
Donor pool,BTN,Bhutan,cgdpo,42,40,2,0.047619047619047616,1980,2019
Donor pool,BTN,Bhutan,csh_g,42,40,2,0.047619047619047616,1980,2019
Donor pool,BTN,Bhutan,csh_i,42,40,2,0.047619047619047616,1980,2019
Donor pool,BTN,Bhutan,emp,42,40,2,0.047619047619047616,1980,2019
Donor pool,BTN,Bhutan,fdi,42,26,16,0.38095238095238093,1990,2021
Donor pool,BTN,Bhutan,gdp_pc,42,40,2,0.047619047619047616,1980,2019
Donor pool,BTN,Bhutan,gdp_pc_current,42,40,2,0.047619047619047616,1980,2019
Donor pool,BTN,Bhutan,gdp_pc_wdi,42,32,10,0.23809523809523808,1990,2021
Donor pool,BTN,Bhutan,gdp_pc_wdi_alt,42,42,0,0,1980,2021
Donor pool,BTN,Bhutan,govt_share,42,40,2,0.047619047619047616,1980,2019
Donor pool,BTN,Bhutan,hc,42,0,42,1,NA,NA
Donor pool,BTN,Bhutan,industry,42,42,0,0,1980,2021
Donor pool,BTN,Bhutan,inflation,42,42,0,0,1980,2021
Donor pool,BTN,Bhutan,invest_share,42,40,2,0.047619047619047616,1980,2019
Donor pool,BTN,Bhutan,iso2c,42,42,0,0,1980,2021
Donor pool,BTN,Bhutan,labour,42,40,2,0.047619047619047616,1980,2019
Donor pool,BTN,Bhutan,oda,42,0,42,1,NA,NA
Donor pool,BTN,Bhutan,polity2,42,39,3,0.07142857142857142,1980,2018
Donor pool,BTN,Bhutan,pop,42,40,2,0.047619047619047616,1980,2019
Donor pool,BTN,Bhutan,rgdpo,42,40,2,0.047619047619047616,1980,2019
Donor pool,BWA,Botswana,agriculture,42,42,0,0,1980,2021
Donor pool,BWA,Botswana,alt_inflation,42,42,0,0,1980,2021
Donor pool,BWA,Botswana,cgdpo,42,40,2,0.047619047619047616,1980,2019
Donor pool,BWA,Botswana,csh_g,42,40,2,0.047619047619047616,1980,2019
Donor pool,BWA,Botswana,csh_i,42,40,2,0.047619047619047616,1980,2019
Donor pool,BWA,Botswana,emp,42,40,2,0.047619047619047616,1980,2019
Donor pool,BWA,Botswana,fdi,42,42,0,0,1980,2021
Donor pool,BWA,Botswana,gdp_pc,42,40,2,0.047619047619047616,1980,2019
Donor pool,BWA,Botswana,gdp_pc_current,42,40,2,0.047619047619047616,1980,2019
Donor pool,BWA,Botswana,gdp_pc_wdi,42,32,10,0.23809523809523808,1990,2021
Donor pool,BWA,Botswana,gdp_pc_wdi_alt,42,42,0,0,1980,2021
Donor pool,BWA,Botswana,govt_share,42,40,2,0.047619047619047616,1980,2019
Donor pool,BWA,Botswana,hc,42,40,2,0.047619047619047616,1980,2019
Donor pool,BWA,Botswana,industry,42,42,0,0,1980,2021
Donor pool,BWA,Botswana,inflation,42,42,0,0,1980,2021
Donor pool,BWA,Botswana,invest_share,42,40,2,0.047619047619047616,1980,2019
Donor pool,BWA,Botswana,iso2c,42,42,0,0,1980,2021
Donor pool,BWA,Botswana,labour,42,40,2,0.047619047619047616,1980,2019
Donor pool,BWA,Botswana,oda,42,32,10,0.23809523809523808,1980,2011
Donor pool,BWA,Botswana,polity2,42,39,3,0.07142857142857142,1980,2018
Donor pool,BWA,Botswana,pop,42,40,2,0.047619047619047616,1980,2019
Donor pool,BWA,Botswana,rgdpo,42,40,2,0.047619047619047616,1980,2019
Donor pool,CPV,Cabo Verde,agriculture,42,42,0,0,1980,2021
Donor pool,CPV,Cape Verde,agriculture,33,0,33,1,NA,NA
Donor pool,CPV,Cabo Verde,alt_inflation,42,38,4,0.09523809523809523,1984,2021
Donor pool,CPV,Cape Verde,alt_inflation,33,0,33,1,NA,NA
Donor pool,CPV,Cabo Verde,cgdpo,42,40,2,0.047619047619047616,1980,2019
Donor pool,CPV,Cape Verde,cgdpo,33,33,0,0,1980,2012
Donor pool,CPV,Cabo Verde,csh_g,42,40,2,0.047619047619047616,1980,2019
Donor pool,CPV,Cape Verde,csh_g,33,33,0,0,1980,2012
Donor pool,CPV,Cabo Verde,csh_i,42,40,2,0.047619047619047616,1980,2019
Donor pool,CPV,Cape Verde,csh_i,33,33,0,0,1980,2012
Donor pool,CPV,Cabo Verde,emp,42,40,2,0.047619047619047616,1980,2019
Donor pool,CPV,Cape Verde,emp,33,33,0,0,1980,2012
Donor pool,CPV,Cabo Verde,fdi,42,42,0,0,1980,2021
Donor pool,CPV,Cape Verde,fdi,33,0,33,1,NA,NA
Donor pool,CPV,Cabo Verde,gdp_pc,42,40,2,0.047619047619047616,1980,2019
Donor pool,CPV,Cape Verde,gdp_pc,33,33,0,0,1980,2012
Donor pool,CPV,Cabo Verde,gdp_pc_current,42,40,2,0.047619047619047616,1980,2019
Donor pool,CPV,Cape Verde,gdp_pc_current,33,33,0,0,1980,2012
Donor pool,CPV,Cabo Verde,gdp_pc_wdi,42,32,10,0.23809523809523808,1990,2021
Donor pool,CPV,Cape Verde,gdp_pc_wdi,33,0,33,1,NA,NA
Donor pool,CPV,Cabo Verde,gdp_pc_wdi_alt,42,42,0,0,1980,2021
Donor pool,CPV,Cape Verde,gdp_pc_wdi_alt,33,0,33,1,NA,NA
Donor pool,CPV,Cabo Verde,govt_share,42,40,2,0.047619047619047616,1980,2019
Donor pool,CPV,Cape Verde,govt_share,33,33,0,0,1980,2012
Donor pool,CPV,Cabo Verde,hc,42,0,42,1,NA,NA
Donor pool,CPV,Cape Verde,hc,33,0,33,1,NA,NA
Donor pool,CPV,Cabo Verde,industry,42,42,0,0,1980,2021
Donor pool,CPV,Cape Verde,industry,33,0,33,1,NA,NA
Donor pool,CPV,Cabo Verde,inflation,42,41,1,0.023809523809523808,1981,2021
Donor pool,CPV,Cape Verde,inflation,33,0,33,1,NA,NA
Donor pool,CPV,Cabo Verde,invest_share,42,40,2,0.047619047619047616,1980,2019
Donor pool,CPV,Cape Verde,invest_share,33,33,0,0,1980,2012
Donor pool,CPV,Cabo Verde,iso2c,42,42,0,0,1980,2021
Donor pool,CPV,Cape Verde,iso2c,33,0,33,1,NA,NA
Donor pool,CPV,Cabo Verde,labour,42,40,2,0.047619047619047616,1980,2019
Donor pool,CPV,Cape Verde,labour,33,33,0,0,1980,2012
Donor pool,CPV,Cabo Verde,oda,42,0,42,1,NA,NA
Donor pool,CPV,Cape Verde,oda,33,32,1,0.030303030303030304,1980,2011
Donor pool,CPV,Cabo Verde,polity2,42,39,3,0.07142857142857142,1980,2018
Donor pool,CPV,Cape Verde,polity2,33,33,0,0,1980,2012
Donor pool,CPV,Cabo Verde,pop,42,40,2,0.047619047619047616,1980,2019
Donor pool,CPV,Cape Verde,pop,33,33,0,0,1980,2012
Donor pool,CPV,Cabo Verde,rgdpo,42,40,2,0.047619047619047616,1980,2019
Donor pool,CPV,Cape Verde,rgdpo,33,33,0,0,1980,2012
Donor pool,DMA,Dominica,agriculture,42,42,0,0,1980,2021
Donor pool,DMA,Dominica,alt_inflation,42,41,1,0.023809523809523808,1981,2021
Donor pool,DMA,Dominica,cgdpo,42,40,2,0.047619047619047616,1980,2019
Donor pool,DMA,Dominica,csh_g,42,40,2,0.047619047619047616,1980,2019
Donor pool,DMA,Dominica,csh_i,42,40,2,0.047619047619047616,1980,2019
Donor pool,DMA,Dominica,emp,42,13,29,0.6904761904761905,1989,2001
Donor pool,DMA,Dominica,fdi,42,42,0,0,1980,2021
Donor pool,DMA,Dominica,gdp_pc,42,40,2,0.047619047619047616,1980,2019
Donor pool,DMA,Dominica,gdp_pc_current,42,40,2,0.047619047619047616,1980,2019
Donor pool,DMA,Dominica,gdp_pc_wdi,42,32,10,0.23809523809523808,1990,2021
Donor pool,DMA,Dominica,gdp_pc_wdi_alt,42,42,0,0,1980,2021
Donor pool,DMA,Dominica,govt_share,42,40,2,0.047619047619047616,1980,2019
Donor pool,DMA,Dominica,hc,42,0,42,1,NA,NA
Donor pool,DMA,Dominica,industry,42,42,0,0,1980,2021
Donor pool,DMA,Dominica,inflation,42,42,0,0,1980,2021
Donor pool,DMA,Dominica,invest_share,42,40,2,0.047619047619047616,1980,2019
Donor pool,DMA,Dominica,iso2c,42,42,0,0,1980,2021
Donor pool,DMA,Dominica,labour,42,13,29,0.6904761904761905,1989,2001
Donor pool,DMA,Dominica,oda,42,0,42,1,NA,NA
Donor pool,DMA,Dominica,polity2,42,0,42,1,NA,NA
Donor pool,DMA,Dominica,pop,42,40,2,0.047619047619047616,1980,2019
Donor pool,DMA,Dominica,rgdpo,42,40,2,0.047619047619047616,1980,2019
Donor pool,ECU,Ecuador,agriculture,42,42,0,0,1980,2021
Donor pool,ECU,Ecuador,alt_inflation,42,42,0,0,1980,2021
Donor pool,ECU,Ecuador,cgdpo,42,40,2,0.047619047619047616,1980,2019
Donor pool,ECU,Ecuador,csh_g,42,40,2,0.047619047619047616,1980,2019
Donor pool,ECU,Ecuador,csh_i,42,40,2,0.047619047619047616,1980,2019
Donor pool,ECU,Ecuador,emp,42,40,2,0.047619047619047616,1980,2019
Donor pool,ECU,Ecuador,fdi,42,42,0,0,1980,2021
Donor pool,ECU,Ecuador,gdp_pc,42,40,2,0.047619047619047616,1980,2019
Donor pool,ECU,Ecuador,gdp_pc_current,42,40,2,0.047619047619047616,1980,2019
Donor pool,ECU,Ecuador,gdp_pc_wdi,42,32,10,0.23809523809523808,1990,2021
Donor pool,ECU,Ecuador,gdp_pc_wdi_alt,42,42,0,0,1980,2021
Donor pool,ECU,Ecuador,govt_share,42,40,2,0.047619047619047616,1980,2019
Donor pool,ECU,Ecuador,hc,42,40,2,0.047619047619047616,1980,2019
Donor pool,ECU,Ecuador,industry,42,42,0,0,1980,2021
Donor pool,ECU,Ecuador,inflation,42,42,0,0,1980,2021
Donor pool,ECU,Ecuador,invest_share,42,40,2,0.047619047619047616,1980,2019
Donor pool,ECU,Ecuador,iso2c,42,42,0,0,1980,2021
Donor pool,ECU,Ecuador,labour,42,40,2,0.047619047619047616,1980,2019
Donor pool,ECU,Ecuador,oda,42,0,42,1,NA,NA
Donor pool,ECU,Ecuador,polity2,42,39,3,0.07142857142857142,1980,2018
Donor pool,ECU,Ecuador,pop,42,40,2,0.047619047619047616,1980,2019
Donor pool,ECU,Ecuador,rgdpo,42,40,2,0.047619047619047616,1980,2019
Donor pool,GRD,Grenada,agriculture,42,42,0,0,1980,2021
Donor pool,GRD,Grenada,alt_inflation,42,42,0,0,1980,2021
Donor pool,GRD,Grenada,cgdpo,42,40,2,0.047619047619047616,1980,2019
Donor pool,GRD,Grenada,csh_g,42,40,2,0.047619047619047616,1980,2019
Donor pool,GRD,Grenada,csh_i,42,40,2,0.047619047619047616,1980,2019
Donor pool,GRD,Grenada,emp,42,32,10,0.23809523809523808,1988,2019
Donor pool,GRD,Grenada,fdi,42,42,0,0,1980,2021
Donor pool,GRD,Grenada,gdp_pc,42,40,2,0.047619047619047616,1980,2019
Donor pool,GRD,Grenada,gdp_pc_current,42,40,2,0.047619047619047616,1980,2019
Donor pool,GRD,Grenada,gdp_pc_wdi,42,32,10,0.23809523809523808,1990,2021
Donor pool,GRD,Grenada,gdp_pc_wdi_alt,42,42,0,0,1980,2021
Donor pool,GRD,Grenada,govt_share,42,40,2,0.047619047619047616,1980,2019
Donor pool,GRD,Grenada,hc,42,0,42,1,NA,NA
Donor pool,GRD,Grenada,industry,42,42,0,0,1980,2021
Donor pool,GRD,Grenada,inflation,42,42,0,0,1980,2021
